date,observer,species morpho,Species ID,species code,rf.1.a,rf.2.p,rf.3.a,rf.4.p,rf.5.a,rf.6.a,rf.7.a,rf.8.a,rf.9.p,cm.10.a,cm.11.a,cm.12.p,cm.13.a,cm.14.a,cm.15.p,cm.16.p,cm.17.a,cm.18.p,cm.19.a,control,notes
2024-11-13,"NH, AT",red vein opposite leaves,,,,,,,,,,1,,,,,,,,,,,,,
2024-11-13,"NH, AT",unidentified sedge?,,,3,,,,5,,,3,2,1,,,3,,,,,,,,
2024-11-13,"NH, AT",fuzzy teardrop ,,,,1,,,,,,,,,,,,,,,,,,,
2024-11-13,"NH, AT",Jagged rosette,,,,,,,,,,,,,,,1,,,,,,,,
2024-11-20,"AT, CA",yarrow,Achillea millefolium,achmil,,1,,,,,,,,,,,,,,,,,,,
2024-11-20,"AT, CA",Crazy Grass,Carex sp,carsp,,,,,,,,,,,,,,,,,,,,,
2024-11-20,"AT, CA",Hairy Dan,Dantonia californica,dancal,2,,1,,4,,23,,,2,,,,,,3,,,,,
2024-11-20,"AT, CA",Unidentifed rush,Eleocharis sp,elesp,,,9,,1,,,,,1,1,,,,,,1,,,,
2024-11-20,"AT, CA",Willowherb ,Epilobium ciliatum,epicil,,,,,,,,,,,,,1,1,,,,1,,,
2024-11-20,"AT, CA",Fleabane,Erigeron sp,erisp,,,,,,,,,,,,,,,,,,,,,
2024-11-20,"AT, CA",Opposite oval sprout ,Erythranthe primuloides,erypri,6,2,5,,1,7,,1,2,2,,1,33,3,9,22,1,22,2,,
2024-11-20,"AT, CA",Flat Rush ,Juncus ensifolius,junens,,,,,,,,,1,1,,,,9,,,,,,,
2024-11-20,"AT, CA",Lung liverwort,Marchantia polymorpha ,marpol ,,,,,,,,1,,,,,,,4,6,1,,,,
2024-11-20,"AT, CA",Pennycress,Noccaeae fendleri,nocfen,,,,,,,,,,,,,,,,,,,,,
2024-11-20,"AT, CA",Two round leaved sprout w/ clover,Oxalis corniculata,oxacor,,,,,,,,,,,,,,,,,,,,,
2024-11-20,"AT, CA",Palmate sprout,Potentilla gracilis,potgra,,2,1,2,,1,4,7,,,,1,,,,,,,,,
2024-11-20,"AT, CA",Two leaf veiny dark sprout,Sidalcea oregana,sidore,,,,,,,,,,,,,,,1,,,,,,
2024-11-20,"AT, CA",Small Clover ,Trifolium longipes,trilon,3,1,8,1,9,,7,5,2,,,,,,,2,,,1,,
2024-11-20,"AT, CA",Three leaf sprout,Viola adunca,vioadu,5,,,,5,11,,,3,,,,2,,,,,,,,
2024-11-20,"AT, CA",Heart shaped leaf sprout,,,,,,,,,,,,,,,,,,,,,,,
2024-11-20,"AT, CA",Helicopter plant,,,,,,,,,,,,,,,,,,,,,,,
2024-11-20,"AT, CA",liverwort/fuzzy lobed,,,,,,,,,,,,,,,,,,,,,,,
2024-11-20,"AT, CA",Long flared plant,,,,,,,,,,,,,,,,,,,,,,,
2024-11-20,"AT, CA",Maidenhair fern ,,,,,,,,,,,,,,,,,,,,,,,
2024-11-20,"AT, CA",Oval leaf vine,,,,,,1,,,,,,,,,,,,,,,,,
2024-11-20,"AT, CA",Single leaf strong vein,,,,,,,,,,,,,,,,,,,,,,,
2024-11-20,"AT, CA",Thick green sprout,,,,,,,,,,,,,,,,,,,,,,,
2024-11-20,"AT, CA",thin flat grass,,,,,,,,,,,,,,,,,,,,,,,
2024-11-20,"AT, CA",Two teardrop thick sprout ,,,,1,,,,6,,,,,,,,,,,,,,,
2024-11-20,"AT, CA",White based soft grass ,,,,,,,,,1,,,,,1,4,1,6,23,,1,,,
2024-11-20,"AT, CA",Jagged teardrop/Serviceberry,Amelanchier alnifolia ,amealn ,,,,,,,,,,,,,,,,,,,,,
2024-11-20,"AT, CA",Branching Long leaf ,,,,,,,,,,,,,,,,,,,,2,,,
2024-11-20,"AT, CA",general grass ,,,33,18,4,1,38,40,18,6,3,120,3,1,115,40,20,53,2,26,10,,
2024-11-20,"AT, CA",sticky grass,,,,,,,,,,1,,,,,,,,,,,,,
2024-11-20,"AT, CA",shiny top leaf ,,,,,,,,1,,,,,,,,,,,,,,,
2024-11-20,"AT, CA",jagged Fred,,,,,,,,,1,,,,,,,,,,,,,,
2024-11-20,"AT, CA",Not a viola,,,,,,,,,,1,,,,,,,,,,,,,
2024-11-20,"AT, CA",teardrop cluster,,,,,,,1,,,,,,,,1,,,,,,1,,
2024-11-20,"AT, CA",red vein opposite leaves,,,,,,,,,,1,,,,,,,,,,,,,
2024-11-20,"AT, CA",unidentified sedge?,,,3,,,,5,,,3,2,1,,,3,,,,,,,,
2024-11-20,"AT, CA",fuzzy teardrop ,,,,1,,,,,,,,,,,,,,,,,,,
2024-11-20,"AT, CA",Jagged rosette,,,,,,,,,,,,,,,1,,,,,,,,
2024-11-25,"NH, CA",yarrow,Achillea millefolium,achmil,,1,,,,,,,,,,,,,,,,,,,
2024-11-25,"NH, CA",Crazy Grass,Carex sp,carsp,,,,,,,,,,,,,,,,,,,,,
2024-11-25,"NH, CA",Hairy Dan,Dantonia californica,dancal,2,,1,,4,,23,,,2,,,,,,3,,,,,
2024-11-25,"NH, CA",Unidentifed rush,Eleocharis sp,elesp,,,9,,1,,,,,1,1,,,,,,1,,,,
2024-11-25,"NH, CA",Willowherb ,Epilobium ciliatum,epicil,,,,,,,,,,,,,1,1,,,,1,,,
2024-11-25,"NH, CA",Fleabane,Erigeron sp,erisp,,,,,,,,,,,,,,,,,,,,,
2024-11-25,"NH, CA",Opposite oval sprout ,Erythranthe primuloides,erypri,6,2,5,,1,7,,1,2,2,,1,33,3,9,22,1,22,2,,
2024-11-25,"NH, CA",Flat Rush ,Juncus ensifolius,junens,,,,,,,,,1,1,,,,9,,,,,,,
2024-11-25,"NH, CA",Lung liverwort,Marchantia polymorpha ,marpol ,,,,,,,,1,,,,,,,4,6,1,,,,
2024-11-25,"NH, CA",Pennycress,Noccaeae fendleri,nocfen,,,,,,,,,,,,,,,,,,,,,
2024-11-25,"NH, CA",Two round leaved sprout w/ clover,Oxalis corniculata,oxacor,,,,,,,,,,,,,,,,,,,,,
2024-11-25,"NH, CA",Palmate sprout,Potentilla gracilis,potgra,,2,1,2,,1,4,7,,,,1,,,,,,,,,
2024-11-25,"NH, CA",Two leaf veiny dark sprout,Sidalcea oregana,sidore,,,,,,,,,,,,,,,1,,,,,,
2024-11-25,"NH, CA",Small Clover ,Trifolium longipes,trilon,3,1,8,1,9,,7,5,2,,,,,,,2,,,1,,
2024-11-25,"NH, CA",Three leaf sprout,Viola adunca,vioadu,5,,,,5,11,,,3,,,,2,,,,,,,,
2024-11-25,"NH, CA",Heart shaped leaf sprout,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25,"NH, CA",Helicopter plant,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25,"NH, CA",liverwort/fuzzy lobed,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25,"NH, CA",Long flared plant,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25,"NH, CA",Maidenhair fern ,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25,"NH, CA",Oval leaf vine,,,,,,1,,,,,,,,,,,,,,,,,
2024-11-25,"NH, CA",Single leaf strong vein,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25,"NH, CA",Thick green sprout,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25,"NH, CA",thin flat grass,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25,"NH, CA",Two teardrop thick sprout ,,,,1,,,,6,,,,,,,,,,,,,,,
2024-11-25,"NH, CA",White based soft grass ,,,,,,,,,1,,,,,1,4,1,6,23,,1,,,
2024-11-25,"NH, CA",Jagged teardrop/Serviceberry,Amelanchier alnifolia ,amealn ,,,,,,,,,,,,,,,,,,,,,
2024-11-25,"NH, CA",Branching Long leaf ,,,,,,,,,,,,,,,,,,,,2,,,
2024-11-25,"NH, CA",general grass ,,,33,18,4,1,38,40,18,6,3,120,3,1,115,40,20,53,2,26,10,,
2024-11-25,"NH, CA",sticky grass,,,,,,,,,,1,,,,,,,,,,,,,
2024-11-25,"NH, CA",shiny top leaf ,,,,,,,,1,,,,,,,,,,,,,,,
2024-11-25,"NH, CA",jagged Fred,,,,,,,,,1,,,,,,,,,,,,,,
2024-11-25,"NH, CA",Not a viola,,,,,,,,,,1,,,,,,,,,,,,,
2024-11-25,"NH, CA",teardrop cluster,,,,,,,1,,,,,,,,1,,,,,,1,,
2024-11-25,"NH, CA",red vein opposite leaves,,,,,,,,,,1,,,,,,,,,,,,,
2024-11-25,"NH, CA",unidentified sedge?,,,3,,,,5,,,3,2,1,,,3,,,,,,,,
2024-11-25,"NH, CA",fuzzy teardrop ,,,,1,,,,,,,,,,,,,,,,,,,
2024-11-25,"NH, CA",Jagged rosette,,,,,,,,,,,,,,,1,,,,,,,,
